"","Phenotype","Chr","qtl_type","Pos_bp","Lod","Status","Gene","Gene_chr","Gene_start","Gene_end","mash_protein","abs_pos","is_mash","mouse_tau"
"805","Sat2","11","cis",69561830,23.7974301067108,"Significant_001","Sat2","11",69621996,69624032,NA,1665398826,FALSE,0.0433346684374363
"806","Heatr5a","12","cis",52504364,23.7792012262451,"Significant_001","Heatr5a","12",51875871,51971371,NA,1777423903,FALSE,0.00509602922116178
"807","Tom1l1","11","trans",94507634,23.7781319204111,"Significant_001","Tom1l1","11",90645690,90688279,NA,1690344630,FALSE,0.00410509031198686
"808","Ttc9c","19","trans",9893799,23.7703326936393,"Significant_001","Ttc9c","19",8809066,8819353,NA,2537207606,FALSE,0.0181845116847524
"809","Itpkc__1","7","cis",27126579,23.760026862701,"Significant_001","Itpkc","7",27207170,27228617,NA,1064830800,FALSE,-0.0391145026632919
"810","Tcirg1","19","trans",5422244,23.748620074676,"Significant_001","Tcirg1","19",3896050,3907133,NA,2532736051,FALSE,0.0509811113148726
"811","Ccdc94","17",NA,56036448,23.7345129282392,"Significant_001","Ccdc94",NA,NA,NA,NA,2383660345,FALSE,-0.0187476195178377
"812","Cd59a","2","cis",103450297,23.7239590462532,"Significant_001","Cd59a","2",104095753,104115410,NA,305922268,FALSE,0.0983888861291872
"813","Rars__1","11","cis",35891557,23.7206171498991,"Significant_001","Rars","11",35808381,35834528,NA,1631728553,FALSE,0.0300257885897787
"814","Uchl3","14","cis",101695976,23.70955170639,"Significant_001","Uchl3","14",101653892,101696125,NA,2081166176,FALSE,0.0691864757123874
"815","Snx7","3","cis",117781926,23.6970597151447,"Significant_001","Snx7","3",117781497,117868936,NA,509367121,FALSE,-0.042023445104318
"816","Snx7","3","trans",118797413,23.697059699415,"Significant_001","Snx7","3",117781497,117868936,NA,510382608,FALSE,-0.042023445104318
"817","Hspa12a","19","cis",58454355,23.6909871967309,"Significant_001","Hspa12a","19",58795750,58943672,NA,2585768162,FALSE,-0.0591064904286984
"818","Slc27a5__1","7","cis",12415959,23.6578442728587,"Significant_001","Slc27a5","7",12988346,12998192,NA,1050120180,FALSE,-0.169424710668887
"819","Tlcd2__1","11","cis",76463636,23.6575888505342,"Significant_001","Tlcd2","11",75468024,75470899,NA,1672300632,FALSE,-0.00117084455980477
"820","Serpina3k__1","12","cis",105030805,23.6386731819311,"Significant_001","Serpina3k","12",104338486,104345739,NA,1829950344,FALSE,-0.0527787732501353
"821","Apoc1__1","7","trans",24301914,23.626755092583,"Significant_001","Apoc1","7",19689480,19692659,NA,1062006135,FALSE,0.136693579554637
"822","Anks1__1","17","trans",26024444,23.6238616762731,"Significant_001","Anks1","17",27909304,28062779,NA,2353648341,FALSE,0.0601080562569651
"823","Afmid","11","trans",115777361,23.5954603172654,"Significant_001","Afmid","11",117825503,117839908,NA,1711614357,FALSE,-0.0551415379001586
"824","Mettl2","11","trans",106156377,23.5854289489959,"Significant_001","Mettl2","11",105126425,105141146,NA,1701993373,FALSE,0.00835108408920989
"825","Oasl1","5","cis",115345677,23.5499011650074,"Significant_001","Oasl1","5",114923143,114937911,NA,837478668,FALSE,0.00891838781932363
"826","Oasl1","5","trans",113614897,23.5499010041304,"Significant_001","Oasl1","5",114923143,114937911,NA,835747888,FALSE,0.00891838781932363
"827","Bpnt1__1","1","cis",184846358,23.5200332014699,"Significant_001","Bpnt1","1",185329428,185357777,NA,184846358,FALSE,-0.050558284320959
"828","Mpdz__2","4","trans",82504421,23.5113976916197,"Significant_001","Mpdz","4",81278499,81442897,NA,641129296,FALSE,0.0923274414930384
"829","Ces1e","8","trans",86885028,23.5073032237918,"Significant_001","Ces1e","8",93201218,93229631,NA,1277030708,FALSE,0.0337219188959392
"830","Glyctk","9","cis",105453672,23.5070593018809,"Significant_001","Glyctk","9",106152859,106160158,NA,1432000565,FALSE,-0.0960220924594726
"831","Glyctk","9","trans",105129423,23.5070589371764,"Significant_001","Glyctk","9",106152859,106160158,NA,1431676316,FALSE,-0.0960220924594726
"832","Cd300lg__1","11","cis",101634981,23.4842824606668,"Significant_001","Cd300lg","11",102041511,102055617,NA,1697471977,FALSE,-0.101115828972055
"833","Cd300lg__1","11","trans",103068825,23.4842820994268,"Significant_001","Cd300lg","11",102041511,102055617,NA,1698905821,FALSE,-0.101115828972055
"834","Farsb__1","1","trans",75507695,23.4773378651488,"Significant_001","Farsb","1",78417958,78488897,NA,75507695,FALSE,-0.0166185326503222
"835","Itih3__1","14","cis",30876914,23.475605134468,"Significant_001","Itih3","14",30908572,30923787,NA,2010347114,FALSE,0.0853164806951713
"836","unknow_59","19",NA,40223122,23.4701336469504,"Significant_001","unknow_59",NA,NA,NA,NA,2567536929,FALSE,-0.175130523993226
"837","Hspa12a","19","trans",57777907,23.4669444847137,"Significant_001","Hspa12a","19",58795750,58943672,NA,2585091714,FALSE,-0.0591064904286984
"838","Rtca","3","cis",116968516,23.4621599249274,"Significant_001","Rtca","3",116488963,116508203,NA,508553711,FALSE,0.0536501043489259
"839","Syt1","10","cis",108498147,23.4608937664687,"Significant_001","Syt1","10",108497650,109010980,NA,1566640150,FALSE,-0.106739367502726
"840","Ggct__1","6","cis",54645186,23.4571063362815,"Significant_001","Ggct","6",54985095,54992960,NA,935612861,FALSE,0.122797613169885
"841","Lama5","2","trans",181187054,23.4551072482206,"Significant_001","Lama5","2",180176373,180225904,NA,383659025,FALSE,0.0734121736502059
"842","Acyp1","12","trans",86290831,23.4458020403196,"Significant_001","Acyp1","12",85272398,85288438,NA,1811210370,FALSE,0.0141347740834262
"843","Plekha5__2","6","cis",139743360,23.4309068720342,"Significant_001","Plekha5","6",140423639,140597110,NA,1020711035,FALSE,0.102212124080911
"844","Iqgap2__1","13","cis",96501541,23.4118290202799,"Significant_001","Iqgap2","13",95627177,95892280,NA,1948550102,FALSE,-0.142849112155772
"845","Iqgap2__1","13","trans",96639335,23.4118289913746,"Significant_001","Iqgap2","13",95627177,95892280,NA,1948687896,FALSE,-0.142849112155772
"846","Me2__1","18","cis",73704183,23.4106069823866,"Significant_001","Me2","18",73764954,73815438,NA,2503315351,FALSE,0.0367053974345308
"847","Apon","10","trans",127171629,23.3725604443809,"Significant_001","Apon","10",128254131,128255901,NA,1585313632,FALSE,0.0620265485477296
"848","Apon","10","cis",127264450,23.3725604443809,"Significant_001","Apon","10",128254131,128255901,NA,1585406453,FALSE,0.0620265485477296
"849","Farp1__1","14","cis",121658731,23.3680364522767,"Significant_001","Farp1","14",121035168,121283744,NA,2101128931,FALSE,-0.0250226616354323
"850","Smpd1","7","cis",105382323,23.349775510505,"Significant_001","Smpd1","7",105554360,105558389,NA,1143086544,FALSE,-0.0633948849609954
"851","Srr","11","trans",76021137,23.3461569011812,"Significant_001","Srr","11",74904027,74927533,NA,1671858133,FALSE,0.0880676827511577
"852","Srr","11","cis",75834786,23.319894574146,"Significant_001","Srr","11",74904027,74927533,NA,1671671782,FALSE,0.0880676827511577
"853","Arpin","7","cis",80711727,23.3181793810089,"Significant_001","Arpin","7",79925359,79935264,NA,1118415948,FALSE,0.12523979172376
"854","Rock2__1","12","cis",16562687,23.2922601467684,"Significant_001","Rock2","12",16894978,16988274,NA,1741482226,FALSE,0.141545232687723
"855","Galm__1","17","trans",69387353,23.2880974604026,"Significant_001","Galm","17",80127458,80185032,NA,2397011250,FALSE,0.0327600327600328
"856","Etnppl__1","3","trans",129298916,23.2671987597347,"Significant_001","Etnppl","3",130617448,130635750,NA,520884111,FALSE,-0.169101474938691
"857","Ero1lb","13",NA,12650264,23.2567935463612,"Significant_001","Ero1lb",NA,NA,NA,NA,1864698825,FALSE,0.00108620519403575
"858","Dmgdh__1","13","cis",93499119,23.2289474155901,"Significant_001","Dmgdh","13",93674436,93752823,NA,1945547680,FALSE,-0.0623774690642326
"859","Sirt4","5","trans",112337506,23.2244921693525,"Significant_001","Sirt4","5",115478006,115490264,NA,834470497,FALSE,-0.0267140169082766
"860","Sirt4","5","cis",114568333,23.2113727338847,"Significant_001","Sirt4","5",115478006,115490264,NA,836701324,FALSE,-0.0267140169082766
"861","Fam185a","5","trans",23434242,23.1993815224941,"Significant_001","Fam185a","5",21424861,21488271,NA,745567233,FALSE,0.0249841872232764
"862","Gstm7","3","trans",106721971,23.1796284730926,"Significant_001","Gstm7","3",107926334,107931877,NA,498307166,FALSE,-0.041310931691858
"863","Hebp1__1","6","cis",135377219,23.1764623147869,"Significant_001","Hebp1","6",135137519,135168215,NA,1016344894,FALSE,-0.0227319040692568
"864","Serpina3g","12","trans",100300986,23.1742019920708,"Significant_001","Serpina3g","12",104236147,104241939,NA,1825220525,FALSE,-0.0458886428077699
"865","Stab2__1","10","trans",85660023,23.156177341608,"Significant_001","Stab2","10",86841194,87008038,NA,1543802026,FALSE,-0.0404536543204671
"866","Rplp0__1","5","cis",115483028,23.1496794320152,"Significant_001","Rplp0","5",115559467,115563729,NA,837616019,FALSE,0.033553274167141
"867","Acss3__1","10","cis",106933649,23.1386038424215,"Significant_001","Acss3","10",106933514,107123761,NA,1565075652,FALSE,-0.0448384172692202
"868","Acss3__1","10","trans",105847589,23.1386038424189,"Significant_001","Acss3","10",106933514,107123761,NA,1563989592,FALSE,-0.0448384172692202
"869","Hsd17b2","8","trans",120634329,23.1267191027692,"Significant_001","Hsd17b2","8",117700982,117759030,NA,1310780009,FALSE,-0.138225435841221
"870","Etnppl__1","3","cis",129638362,23.1139189861394,"Significant_001","Etnppl","3",130617448,130635750,NA,521223557,FALSE,-0.169101474938691
"871","Dctpp1","7","cis",127979917,23.1065142500641,"Significant_001","Dctpp1","7",127256959,127260667,NA,1165684138,FALSE,-0.0868831619091645
"872","Nomo1__1","7","cis",46710593,23.104873056532,"Significant_001","Nomo1","7",46033696,46084212,NA,1084414814,FALSE,0.00612039828263451
"873","Ech1__1","7","trans",29983096,23.0769964424752,"Significant_001","Ech1","7",28825338,28832239,NA,1067687317,FALSE,-0.1215296076902
"874","Klhdc7a","4","cis",140431893,23.0731909727359,"Significant_001","Klhdc7a","4",139962173,139968026,NA,699056768,FALSE,-0.00701096079786709
"875","Mrps36","13","cis",100498835,23.05810860744,"Significant_001","Mrps36","13",100735940,100744659,NA,1952547396,FALSE,-0.148681409026709
"876","Gars__1","6","cis",55260552,23.0494082830044,"Significant_001","Gars","6",55038001,55079504,NA,936228227,FALSE,0.0788484375768563
"877","Ralbp1__1","17","trans",64733791,23.0473016871107,"Significant_001","Ralbp1","17",65848415,65885755,NA,2392357688,FALSE,0.0188040457616838
"878","Hebp1","6","trans",136587259,22.9982611027724,"Significant_001","Hebp1","6",135137519,135168215,NA,1017554934,FALSE,-0.0227319040692568
"879","Ecsit","9","cis",22888039,22.9967494616709,"Significant_001","Ecsit","9",22071435,22086296,NA,1349434932,FALSE,0.0514522643292945
"880","Aim1","10",NA,43494189,22.9950171005074,"Significant_001","Aim1",NA,NA,NA,NA,1501636192,FALSE,0.0527770102238187
"881","Mpdz__2","4","cis",80910693,22.967900363116,"Significant_001","Mpdz","4",81278499,81442897,NA,639535568,FALSE,0.0923274414930384
"882","Gars__1","6","trans",52175525,22.9526822125652,"Significant_001","Gars","6",55038001,55079504,NA,933143200,FALSE,0.0788484375768563
"883","Dhodh__1","8","trans",110713239,22.9323666136407,"Significant_001","Dhodh","8",109593244,109608699,NA,1300858919,FALSE,NA
"884","Itih3__1","14","trans",32298599,22.9284910057029,"Significant_001","Itih3","14",30908572,30923787,NA,2011768799,FALSE,0.0853164806951713
"885","Arpin","7","trans",80978556,22.9275283411413,"Significant_001","Arpin","7",79925359,79935264,NA,1118682777,FALSE,0.12523979172376
"886","Myo1c__1","11","trans",74422469,22.9159466783862,"Significant_001","Myo1c","11",75650519,75674643,NA,1670259465,FALSE,-0.0112781162383793
"887","St6gal1","16","cis",23969916,22.9102162737923,"Significant_001","St6gal1","16",23224729,23360350,NA,2246386045,FALSE,0.104247485505509
"888","Lmcd1","6","trans",108861722,22.9070700672448,"Significant_001","Lmcd1","6",112273758,112330423,NA,989829397,FALSE,0.00758246044657553
"889","Dhrs4__1","14","trans",54360907,22.8871800394831,"Significant_001","Dhrs4","14",55478741,55490340,NA,2033831107,FALSE,-0.0396666455860756
"890","Dhrs4__1","14","cis",54507403,22.8871800394831,"Significant_001","Dhrs4","14",55478741,55490340,NA,2033977603,FALSE,-0.0396666455860756
"891","Magi1","6","cis",94500413,22.8849827109932,"Significant_001","Magi1","6",93675453,94283929,NA,975468088,FALSE,-0.0380595014741356
"892","Magi1","6","trans",95475030,22.8849824873029,"Significant_001","Magi1","6",93675453,94283929,NA,976442705,FALSE,-0.0380595014741356
"893","Tom1l1","11","cis",90683300,22.8805069747748,"Significant_001","Tom1l1","11",90645690,90688279,NA,1686520296,FALSE,0.00410509031198686
"894","Acsf3__1","8","cis",122578561,22.8611856425959,"Significant_001","Acsf3","8",122775470,122817887,NA,1312724241,FALSE,-0.0452459753638159
"895","Ces1f","8","trans",86885028,22.8591811235054,"Significant_001","Ces1f","8",93256236,93279766,NA,1277030708,FALSE,0.0111516326917807
"896","Pipox","11","trans",79697952,22.8433708743362,"Significant_001","Pipox","11",77880614,77893872,NA,1675534948,FALSE,-0.105157015269375
"897","Pafah2__1","4","cis",134405088,22.8340358183585,"Significant_001","Pafah2","4",134396320,134427412,NA,693029963,FALSE,0.0688702911229631
"898","Mccc2","13","trans",101702770,22.8300279293583,"Significant_001","Mccc2","13",99948532,100015639,NA,1953751331,FALSE,-0.021574617407676
"899","Klhdc7a","4","trans",141135030,22.8290365778271,"Significant_001","Klhdc7a","4",139962173,139968026,NA,699759905,FALSE,-0.00701096079786709
"900","Zhx3__1","2","trans",158857822,22.7905909547308,"Significant_001","Zhx3","2",160770447,160872990,NA,361329793,FALSE,-0.11767693154086
"901","Tha1","11","trans",115431126,22.770519682084,"Significant_001","Tha1","11",117867949,117873526,NA,1711268122,FALSE,-0.0285360934853947
"902","Dnph1","17","trans",47904403,22.7536008461,"Significant_001","Dnph1","17",46496789,46499618,NA,2375528300,FALSE,-0.00619104874424023
"903","Dnph1","17","cis",47468788,22.7536007441096,"Significant_001","Dnph1","17",46496789,46499618,NA,2375092685,FALSE,-0.00619104874424023
"904","Prkar1a__1","11","trans",108014326,22.7363372658924,"Significant_001","Prkar1a","11",109649023,109669663,NA,1703851322,FALSE,0.0802538103168413
"905","Serpina3k__1","12","trans",106075098,22.7348363189408,"Significant_001","Serpina3k","12",104338486,104345739,NA,1830994637,FALSE,-0.0527787732501353
"906","Chil3","3","trans",107624626,22.7123176505313,"Significant_001","Chil3","3",106147554,106167564,NA,499209821,FALSE,0.0376210116285731
"907","Msrb1__1","17","cis",24352117,22.7101219774341,"Significant_001","Msrb1","17",24736593,24742778,NA,2351976014,FALSE,-0.0892200883979453
"908","Serpina3g","12","cis",103437264,22.6924836999545,"Significant_001","Serpina3g","12",104236147,104241939,NA,1828356803,FALSE,-0.0458886428077699
"909","Tha1","11","cis",117720961,22.6805393585182,"Significant_001","Tha1","11",117867949,117873526,NA,1713557957,FALSE,-0.0285360934853947
"910","Tstd3__1","4","trans",20065934,22.6463869664118,"Significant_001","Tstd3","4",21757382,21767211,NA,578690809,FALSE,-0.0870698681057683
"911","Ppm1f__1","16","trans",21332227,22.6407918612909,"Significant_001","Ppm1f","16",16896469,16927375,NA,2243748356,FALSE,-0.0232518919830512
"912","Chil3","3","cis",106721971,22.6233203181606,"Significant_001","Chil3","3",106147554,106167564,NA,498307166,FALSE,0.0376210116285731
"913","Aldh1a7","19","trans",21842173,22.6011465418039,"Significant_001","Aldh1a7","19",20692953,20727556,NA,2549155980,FALSE,0.173879742254639
"914","Lmcd1","6","cis",112305054,22.6004859863645,"Significant_001","Lmcd1","6",112273758,112330423,NA,993272729,FALSE,0.00758246044657553
"915","Acad9__1","3","cis",35754270,22.5981409766409,"Significant_001","Acad9","3",36065979,36092857,NA,427339465,FALSE,-0.0911876102339243
"916","Farsb__1","1","cis",77426819,22.5952846047954,"Significant_001","Farsb","1",78417958,78488897,NA,77426819,FALSE,-0.0166185326503222
"917","Mllt4__1","17",NA,13898870,22.5695605309927,"Significant_001","Mllt4",NA,NA,NA,NA,2341522767,FALSE,-0.115795686911061
"918","Igtp__1","11","trans",59206011,22.5557737121088,"Significant_001","Igtp","11",58199556,58207592,NA,1655043007,FALSE,0.0680832823885715
"919","Ces2a","8","cis",104873954,22.5542540847377,"Significant_001","Ces2a","8",104734003,104741634,NA,1295019634,FALSE,-0.145027439902748
"920","Acad9__1","3","trans",32335147,22.5516999877153,"Significant_001","Acad9","3",36065979,36092857,NA,423920342,FALSE,-0.0911876102339243
"921","Serping1__1","2","trans",93033260,22.5214642629285,"Significant_001","Serping1","2",84765360,84775444,NA,295505231,FALSE,0.0184736246671023
"922","Nelfb__1","2","cis",24475162,22.5087367066492,"Significant_001","Nelfb","2",25199712,25211489,NA,226947133,FALSE,0.00742005106575068
"923","Nelfb__1","2","trans",23506481,22.5087363308288,"Significant_001","Nelfb","2",25199712,25211489,NA,225978452,FALSE,0.00742005106575068
"924","Pik3c2a__1","7","cis",116343038,22.505807758625,"Significant_001","Pik3c2a","7",116337265,116443465,NA,1154047259,FALSE,0.0844136607936351
"925","Srrm2","17","cis",24164402,22.4937690876246,"Significant_001","Srrm2","17",23790527,23824741,NA,2351788299,FALSE,0.0916354556803995
"926","Mtpap__1","18","cis",5214516,22.4915172960974,"Significant_001","Mtpap","18",4375589,4399888,NA,2434825684,FALSE,-0.0924524456999108
"927","Mtpap__1","18","trans",3325429,22.4915103777418,"Significant_001","Mtpap","18",4375589,4399888,NA,2432936597,FALSE,-0.0924524456999108
"928","Ndufv1__1","19","trans",6373588,22.4757646619949,"Significant_001","Ndufv1","19",4007499,4012755,NA,2533687395,FALSE,-0.143130186703769
"929","Amdhd1","10","cis",93859069,22.4725249954701,"Significant_001","Amdhd1","10",93523338,93540111,NA,1552001072,FALSE,-0.0500101889523649
"930","Cyp2f2__1","7","cis",27342161,22.4708662783984,"Significant_001","Cyp2f2","7",27119955,27133660,NA,1065046382,FALSE,0.0364905031937095
"931","Cyp2f2__1","7","trans",25811714,22.4599721991242,"Significant_001","Cyp2f2","7",27119955,27133660,NA,1063515935,FALSE,0.0364905031937095
"932","Pipox","11","cis",77777405,22.4379645095963,"Significant_001","Pipox","11",77880614,77893872,NA,1673614401,FALSE,-0.105157015269375
"933","Ces2a","8","trans",105912677,22.4260899749097,"Significant_001","Ces2a","8",104734003,104741634,NA,1296058357,FALSE,-0.145027439902748
"934","Syt1","10","trans",111497961,22.4196623568748,"Significant_001","Syt1","10",108497650,109010980,NA,1569639964,FALSE,-0.106739367502726
"935","Rbks__1","5","cis",32136620,22.4124361037636,"Significant_001","Rbks","5",31624439,31697649,NA,754269611,FALSE,-0.0117225521590092
"936","Tns1__1","1","cis",74267818,22.3776737392816,"Significant_001","Tns1","1",73910232,74124548,NA,74267818,FALSE,-0.0861844832795778
"937","Agmat","4","cis",141516845,22.3776394294336,"Significant_001","Agmat","4",141746675,141759263,NA,700141720,FALSE,-0.205837918361898
"938","Plg__1","17","trans",13757510,22.3520452257932,"Significant_001","Plg","17",12378609,12419384,NA,2341381407,FALSE,-0.132603944881281
"939","Serping1__1","2","cis",84809929,22.33904494089,"Significant_001","Serping1","2",84765360,84775444,NA,287281900,FALSE,0.0184736246671023
"940","Recql","6","cis",141845486,22.3234114955451,"Significant_001","Recql","6",142350342,142387100,NA,1022813161,FALSE,0.0158145442997777
"941","Dctpp1","7","trans",128272313,22.3136864517226,"Significant_001","Dctpp1","7",127256959,127260667,NA,1165976534,FALSE,-0.0868831619091645
"942","Mrpl10__1","11","trans",99222066,22.3042906494217,"Significant_001","Mrpl10","11",97041582,97049213,NA,1695059062,FALSE,-0.0666498021937868
"943","Mccc2","13","cis",100833323,22.3003099282441,"Significant_001","Mccc2","13",99948532,100015639,NA,1952881884,FALSE,-0.021574617407676
"944","Recql","6","trans",139743360,22.2929821743409,"Significant_001","Recql","6",142350342,142387100,NA,1020711035,FALSE,0.0158145442997777
"945","Ganab__2","19","cis",9110489,22.2498380163008,"Significant_001","Ganab","19",8898057,8916742,NA,2536424296,FALSE,-0.251175242953812
"946","Rbks__1","5","trans",30272216,22.2405948115113,"Significant_001","Rbks","5",31624439,31697649,NA,752405207,FALSE,-0.0117225521590092
"947","unknow_72","3",NA,86354234,22.2234961542301,"Significant_001","unknow_72",NA,NA,NA,NA,477939429,FALSE,-0.138655177421697
"948","unknow_231","3",NA,145827770,22.2073428164003,"Significant_001","unknow_231",NA,NA,NA,NA,537412965,FALSE,0.046775528742958
"949","Canx__1","11","trans",51580489,22.1952547673091,"Significant_001","Canx","11",50293957,50325673,NA,1647417485,FALSE,-0.0816591830568262
"950","Tmem19","10","cis",115195859,22.18271363378,"Significant_001","Tmem19","10",115340739,115362522,NA,1573337862,FALSE,0.073086409342918
"951","Abcc6","7","cis",45813861,22.1813930366229,"Significant_001","Abcc6","7",45974110,46030491,NA,1083518082,FALSE,0.00725177905794646
"952","Itpkc__1","7","trans",25811714,22.1678336297766,"Significant_001","Itpkc","7",27207170,27228617,NA,1063515935,FALSE,-0.0391145026632919
"953","Pik3c2a__1","7","trans",114850109,22.1660351303444,"Significant_001","Pik3c2a","7",116337265,116443465,NA,1152554330,FALSE,0.0844136607936351
"954","Bpnt1__1","1","trans",184075000,22.1426671093459,"Significant_001","Bpnt1","1",185329428,185357777,NA,184075000,FALSE,-0.050558284320959
"955","Idh1__1","1","trans",66853225,22.091946573209,"Significant_001","Idh1","1",65158616,65186479,NA,66853225,FALSE,0.0785814167562592
"956","Idh1__1","1","cis",64576255,22.0919465637822,"Significant_001","Idh1","1",65158616,65186479,NA,64576255,FALSE,0.0785814167562592
"957","Ecm1__1","3","trans",97901307,22.0906435005125,"Significant_001","Ecm1","3",95734147,95739876,NA,489486502,FALSE,0.0351394433551045
"958","Lima1__1","15","cis",99819869,22.0746550511373,"Significant_001","Lima1","15",99778468,99875477,NA,2211192313,FALSE,0.0342190281532274
"959","Arhgap1__1","2","cis",92614935,22.0666074369901,"Significant_001","Arhgap1","2",91650118,91672325,NA,295086906,FALSE,0.107321289288952
"960","Arhgap1__1","2","trans",90580519,22.0666067169251,"Significant_001","Arhgap1","2",91650118,91672325,NA,293052490,FALSE,0.107321289288952
"961","Bpnt1__2","1","cis",185455772,22.0549662945495,"Significant_001","Bpnt1","1",185329428,185357777,NA,185455772,FALSE,-0.050558284320959
"962","Pafah2__1","4","trans",133259325,22.047672062366,"Significant_001","Pafah2","4",134396320,134427412,NA,691884200,FALSE,0.0688702911229631
"963","Irgm1__1","11","trans",46441566,22.0400749219988,"Significant_001","Irgm1","11",48865245,48871420,NA,1642278562,FALSE,-0.017574186113512
"964","Mthfd1__2","12","cis",76099988,22.0396591326447,"Significant_001","Mthfd1","12",76254406,76319820,NA,1801019527,FALSE,-0.0134283365305563
"965","Mthfd1__2","12","trans",73288509,22.036833142757,"Significant_001","Mthfd1","12",76254406,76319820,NA,1798208048,FALSE,-0.0134283365305563
"966","Dsc2__1","18","trans",24903928,22.0180711370444,"Significant_001","Dsc2","18",20030633,20059554,NA,2454515096,FALSE,-0.0609967695975398
"967","Arvcf__1","16","trans",21332227,22.0145816328736,"Significant_001","Arvcf","16",18348182,18407076,NA,2243748356,FALSE,0.0594168347698515
"968","Ecsit","9","trans",21028759,22.0128794218821,"Significant_001","Ecsit","9",22071435,22086296,NA,1347575652,FALSE,0.0514522643292945
"969","Hnmt","2","cis",23506481,22.0110354793008,"Significant_001","Hnmt","2",24002911,24049758,NA,225978452,FALSE,0.0874071575633647
"970","Rock2__1","12","trans",15841005,22.0094961098744,"Significant_001","Rock2","12",16894978,16988274,NA,1740760544,FALSE,0.141545232687723
"971","Vps37a__1","8","cis",40499385,21.9870168450258,"Significant_001","Vps37a","8",40511742,40551134,NA,1230645065,FALSE,0.00983227299016773
"972","Agmat","4","trans",140702375,21.9559438972361,"Significant_001","Agmat","4",141746675,141759263,NA,699327250,FALSE,-0.205837918361898
"973","Aamdc","7","cis",96895012,21.9528563158142,"Significant_001","Aamdc","7",97550329,97579557,NA,1134599233,FALSE,0.0920876299566929
"974","Aamdc","7","trans",98626561,21.9528560401333,"Significant_001","Aamdc","7",97550329,97579557,NA,1136330782,FALSE,0.0920876299566929
"975","Ggct","6","trans",53820739,21.9471186593783,"Significant_001","Ggct","6",54985095,54992960,NA,934788414,FALSE,0.122797613169885
"976","Rplp0__1","5","trans",113286873,21.9048092340736,"Significant_001","Rplp0","5",115559467,115563729,NA,835419864,FALSE,0.033553274167141
"977","Ppm1f__1","16","cis",16118824,21.8221188478987,"Significant_001","Ppm1f","16",16896469,16927375,NA,2238534953,FALSE,-0.0232518919830512
"978","Ecm1__1","3","cis",95819650,21.8154144536898,"Significant_001","Ecm1","3",95734147,95739876,NA,487404845,FALSE,0.0351394433551045
"979","Rnmtl1","11",NA,76463636,21.805662673101,"Significant_001","Rnmtl1",NA,NA,NA,NA,1672300632,FALSE,0.0668509923965637
"980","Ykt6__1","11","cis",6010775,21.7955570492495,"Significant_001","Ykt6","11",5955758,5967780,NA,1601847771,FALSE,0.198895377026372
"981","Mtap","4","cis",89306692,21.7592547842186,"Significant_001","Mtap","4",89137370,89181090,NA,647931567,FALSE,0.0710626725973396
"982","Trmt10c__1","16","cis",55224445,21.7569007786475,"Significant_001","Trmt10c","16",56033720,56037786,NA,2277640574,FALSE,-0.211122119864241
"983","Cyp4v3__1","8","cis",45398963,21.756592751977,"Significant_001","Cyp4v3","8",45305801,45333163,NA,1235544643,FALSE,0.115718167268396
"984","St6gal1","16","trans",24392945,21.7542829690169,"Significant_001","St6gal1","16",23224729,23360350,NA,2246809074,FALSE,0.104247485505509
"985","Cyp4v3__1","8","trans",46505699,21.7526497278639,"Significant_001","Cyp4v3","8",45305801,45333163,NA,1236651379,FALSE,0.115718167268396
"986","Dsc2__1","18","cis",20604456,21.6990265155319,"Significant_001","Dsc2","18",20030633,20059554,NA,2450215624,FALSE,-0.0609967695975398
"987","Toe1","4","cis",116951093,21.6951638369776,"Significant_001","Toe1","4",116804003,116807601,NA,675575968,FALSE,0.0510234309977571
"988","Armt1","10","cis",4455050,21.6716425564151,"Significant_001","Armt1","10",4429275,4455140,NA,1462597053,FALSE,0.0357878168237171
"989","Impa1","3","cis",9471018,21.6715498259453,"Significant_001","Impa1","3",10311956,10331439,NA,401056213,FALSE,0.105100800359775
"990","Acot6","12","cis",84193532,21.6703680821295,"Significant_001","Acot6","12",84100654,84109783,NA,1809113071,FALSE,-0.0422628900267624
"991","Cyp2d22__1","15","cis",82353119,21.6682623881795,"Significant_001","Cyp2d22","15",82370527,82380260,NA,2193725563,FALSE,0.0236875575324465
"992","Ldhd__1","8","trans",108949093,21.6585491800331,"Significant_001","Ldhd","8",111625611,111630336,NA,1299094773,FALSE,0.0869012233769702
"993","Impa1","3","trans",9285063,21.6567845391398,"Significant_001","Impa1","3",10311956,10331439,NA,400870258,FALSE,0.105100800359775
"994","Akr7a5","4","cis",139965526,21.6496382145179,"Significant_001","Akr7a5","4",139310720,139318786,NA,698590401,FALSE,0.124410621807169
"995","Tns1__1","1","trans",71557249,21.6095779931254,"Significant_001","Tns1","1",73910232,74124548,NA,71557249,FALSE,-0.0861844832795778
"996","Amacr__1","15","cis",10358582,21.5286939414376,"Significant_001","Amacr","15",10981756,10996624,NA,2121731026,FALSE,-0.0468902614695983
"997","Aars2","17","trans",36041519,21.5201653114096,"Significant_001","Aars2","17",45503515,45520843,NA,2363665416,FALSE,-0.0351394433551045
"998","Srrm2","17","trans",21745747,21.4919778926136,"Significant_001","Srrm2","17",23790527,23824741,NA,2349369644,FALSE,0.0916354556803995
