"","Phenotype","Chr","qtl_type","Pos_bp","Lod","Status","Gene","Gene_chr","Gene_start","Gene_end","mash_protein","abs_pos","is_mash","mouse_tau"
"1017","Aldh1b1","4","trans",46877417,23.6853356389043,"Significant_001","Aldh1b1","4",45799022,45804608,NA,605502292,FALSE,-0.0931410783425034
"1018","Aim1","10",NA,45066904,23.6846911195532,"Significant_001","Aim1",NA,NA,NA,NA,1503208907,FALSE,0.0527770102238187
"1019","Abcc2__1","19","trans",44835621,23.6736519750825,"Significant_001","Abcc2","19",43782308,43838332,NA,2572149428,FALSE,-0.108768823211136
"1020","Bpnt1__2","1","trans",184075000,23.6365751220582,"Significant_001","Bpnt1","1",185329428,185357777,NA,184075000,FALSE,-0.050558284320959
"1021","Mettl2","11","trans",106156377,23.6014595798248,"Significant_001","Mettl2","11",105126425,105141146,NA,1701993373,FALSE,0.00835108408920989
"1022","Mocs2__2","13","trans",113592248,23.5935769419086,"Significant_001","Mocs2","13",114818160,114829420,NA,1965640809,FALSE,-0.129357533851916
"1023","Kyat1__1","2","cis",30900917,23.5776445247114,"Significant_001","Kyat1","2",30185124,30206295,NA,233372888,FALSE,-0.0656286953094206
"1024","Nudt19__1","7","trans",37982873,23.5580749358265,"Significant_001","Nudt19","7",35547185,35558643,NA,1075687094,FALSE,-0.0370286746443892
"1025","Gprin3__1","6","trans",56126884,23.535530363015,"Significant_001","Gprin3","6",59344500,59426306,NA,937094559,FALSE,0.111720105965105
"1026","Lmcd1","6","trans",113281145,23.5318366326299,"Significant_001","Lmcd1","6",112273758,112330423,NA,994248820,FALSE,0.00758246044657553
"1027","Sec14l4__1","11","trans",5042515,23.5261215043071,"Significant_001","Sec14l4","11",4031378,4048426,NA,1600879511,FALSE,-0.0990014826682407
"1028","Dbnl__1","11","trans",4702077,23.5224270321065,"Significant_001","Dbnl","11",5788483,5800980,NA,1600539073,FALSE,0.143228562795567
"1029","Dbnl__1","11","cis",4848992,23.5224270321025,"Significant_001","Dbnl","11",5788483,5800980,NA,1600685988,FALSE,0.143228562795567
"1030","unknow_58","19",NA,40574313,23.4906109990126,"Significant_001","unknow_58",NA,NA,NA,NA,2567888120,FALSE,-0.186696741643302
"1031","Dhrs3__1","4","cis",144893593,23.4860055317284,"Significant_001","Dhrs3","4",144892534,144928209,NA,703518468,FALSE,0.106239152279163
"1032","Klhdc4__1","8","trans",122817653,23.4704561170481,"Significant_001","Klhdc4","8",121796308,121829583,NA,1312963333,FALSE,0.0851895216465178
"1033","Farp1__1","14","trans",122402136,23.464268780045,"Significant_001","Farp1","14",121035168,121283744,NA,2101872336,FALSE,-0.0250226616354323
"1034","Farp1__1","14","cis",121542334,23.4642687368761,"Significant_001","Farp1","14",121035168,121283744,NA,2101012534,FALSE,-0.0250226616354323
"1035","Apoa4__2","9","cis",45965513,23.4168200439546,"Significant_001","Apoa4","9",46240844,46243458,NA,1372512406,FALSE,0.140221065132
"1036","Ces2e__2","8","cis",104511147,23.4043728188339,"Significant_001","Ces2e","8",104926260,104934672,NA,1294656827,FALSE,-0.0131613157099592
"1037","Akr7a5","4","trans",137658319,23.3690248793505,"Significant_001","Akr7a5","4",139310720,139318786,NA,696283194,FALSE,0.124410621807169
"1038","Dpp3__1","19","cis",4396954,23.3518102733932,"Significant_001","Dpp3","19",4907229,4928287,NA,2531710761,FALSE,0.0320073641531575
"1039","C6","15","trans",8099179,23.3260728232115,"Significant_001","C6","15",4727067,4804045,NA,2119471623,FALSE,0.097421264757285
"1040","Vps13a","19","cis",17326607,23.3210244128906,"Significant_001","Vps13a","19",16615366,16781071,NA,2544640414,FALSE,-0.108290996479541
"1041","Vps13a","19","trans",17642546,23.3210241262949,"Significant_001","Vps13a","19",16615366,16781071,NA,2544956353,FALSE,-0.108290996479541
"1042","Col6a3","1","cis",89895019,23.3148354058196,"Significant_001","Col6a3","1",90766860,90844001,NA,89895019,FALSE,0.135372529179052
"1043","Col6a3","1","trans",89726041,23.3148350589617,"Significant_001","Col6a3","1",90766860,90844001,NA,89726041,FALSE,0.135372529179052
"1044","Acsl1__1","8","trans",45396601,23.3084253943136,"Significant_001","Acsl1","8",46471037,46536051,NA,1235542281,FALSE,-0.0870839218331682
"1045","Tdo2__1","3","trans",83072222,23.3068915585883,"Significant_001","Tdo2","3",81958412,81975728,NA,474657417,FALSE,0.0418309196056524
"1046","Tdo2__1","3","cis",82897033,23.3068915108389,"Significant_001","Tdo2","3",81958412,81975728,NA,474482228,FALSE,0.0418309196056524
"1047","Mipep","14","cis",60243382,23.2961449410379,"Significant_001","Mipep","14",60784562,60905481,NA,2039713582,FALSE,-0.075798778731089
"1048","9030617O03Rik__1","12",NA,100744743,23.2630243485732,"Significant_001","9030617O03Rik",NA,NA,NA,NA,1825664282,FALSE,0.0995495780368348
"1049","Gulo","14","cis",66638447,23.2622576381308,"Significant_001","Gulo","14",65986786,66009254,NA,2046108647,FALSE,0.132019076503813
"1050","Gulo","14","trans",63199073,23.2622575590498,"Significant_001","Gulo","14",65986786,66009254,NA,2042669273,FALSE,0.132019076503813
"1051","Mipep","14","trans",59559497,23.261908622931,"Significant_001","Mipep","14",60784562,60905481,NA,2039029697,FALSE,-0.075798778731089
"1052","Amacr__1","15","trans",12818091,23.2607398404486,"Significant_001","Amacr","15",10981756,10996624,NA,2124190535,FALSE,-0.0468902614695983
"1053","Ykt6__1","11","trans",7137390,23.2541168466567,"Significant_001","Ykt6","11",5955758,5967780,NA,1602974386,FALSE,0.198895377026372
"1054","Mx2","16",NA,96008146,23.2471565913538,"Significant_001","Mx2",NA,NA,NA,NA,2318424275,FALSE,0.0701360654849027
"1055","Ttr","18","cis",20896196,23.246933592073,"Significant_001","Ttr","18",20664209,20674326,NA,2450507364,FALSE,0.0808159594128353
"1056","Mbl2","19","trans",31898811,23.2105988693475,"Significant_001","Mbl2","19",30232906,30239687,NA,2559212618,FALSE,-0.14668577973593
"1057","Galk1__1","11","trans",114671825,23.1852426584077,"Significant_001","Galk1","11",116008357,116012719,NA,1710508821,FALSE,0.0602272487720556
"1058","Galk1__1","11","cis",115055505,23.1849035459592,"Significant_001","Galk1","11",116008357,116012719,NA,1710892501,FALSE,0.0602272487720556
"1059","Cox18","5","cis",90467518,23.1805312844022,"Significant_001","Cox18","5",90214724,90224595,NA,812600509,FALSE,0.0105093879163199
"1060","Hebp1__1","6","trans",136560153,23.1803913054381,"Significant_001","Hebp1","6",135137519,135168215,NA,1017527828,FALSE,-0.0227319040692568
"1061","Nat8f1","6","trans",87092074,23.1777151038929,"Significant_001","Nat8f1","6",85910154,85915914,NA,968059749,FALSE,-0.0977788083844538
"1062","Manba__1","3","cis",135436984,23.1535424723449,"Significant_001","Manba","3",135485611,135571404,NA,527022179,FALSE,-0.160247626676785
"1063","Apoa1__1","9","trans",47810051,23.1397311728917,"Significant_001","Apoa1","9",46228630,46230469,NA,1374356944,FALSE,0.109668261764727
"1064","Gprin3__1","6","cis",58672077,23.1089060916465,"Significant_001","Gprin3","6",59344500,59426306,NA,939639752,FALSE,0.111720105965105
"1065","Ndufs3__1","2","trans",77280708,23.0517953142102,"Significant_001","Ndufs3","2",90894627,90904721,NA,279752679,FALSE,-0.181426593868359
"1066","Nat8f1","6","cis",85133761,23.048590238017,"Significant_001","Nat8f1","6",85910154,85915914,NA,966101436,FALSE,-0.0977788083844538
"1067","Ndufs3__1","2","cis",90580323,23.0482758935821,"Significant_001","Ndufs3","2",90894627,90904721,NA,293052294,FALSE,-0.181426593868359
"1068","Mcat","15","cis",83607054,23.0371471609971,"Significant_001","Mcat","15",83546797,83555759,NA,2194979498,FALSE,-0.139181089304411
"1069","unknow_51","17",NA,6957005,23.0340284732236,"Significant_001","unknow_51",NA,NA,NA,NA,2334580902,FALSE,-0.101426173313208
"1070","Apoa4__2","9","trans",50554951,23.0226446877945,"Significant_001","Apoa4","9",46240844,46243458,NA,1377101844,FALSE,0.140221065132
"1071","unknow_231","3",NA,144570562,23.0046745455863,"Significant_001","unknow_231",NA,NA,NA,NA,536155757,FALSE,0.046775528742958
"1072","Csde1__1","3","trans",101501124,22.9939315220928,"Significant_001","Csde1","3",103020431,103058186,NA,493086319,FALSE,0.146250114186535
"1073","Msrb1__1","17","trans",23677414,22.9920371442449,"Significant_001","Msrb1","17",24736593,24742778,NA,2351301311,FALSE,-0.0892200883979453
"1074","Naalad2","9","cis",18303280,22.9708569301289,"Significant_001","Naalad2","9",18321951,18397538,NA,1344850173,FALSE,-0.0118354046467012
"1075","Hs1bp3","12","cis",7909352,22.9657697739639,"Significant_001","Hs1bp3","12",8313433,8343824,NA,1732828891,FALSE,-0.0367340022512436
"1076","Hs1bp3","12","trans",11291705,22.9646169424936,"Significant_001","Hs1bp3","12",8313433,8343824,NA,1736211244,FALSE,-0.0367340022512436
"1077","Sult1b1","5","trans",88521010,22.956670581673,"Significant_001","Sult1b1","5",87513327,87538195,NA,810654001,FALSE,0.0193168483110933
"1078","Sult1b1","5","cis",86836564,22.956670581673,"Significant_001","Sult1b1","5",87513327,87538195,NA,808969555,FALSE,0.0193168483110933
"1079","Hykk__1","9","cis",55224305,22.9072512842636,"Significant_001","Hykk","9",54917290,54949924,NA,1381771198,FALSE,-0.0539873938065223
"1080","Cyp3a13__1","5","trans",138976591,22.8945444594414,"Significant_001","Cyp3a13","5",137892933,137925610,NA,861109582,FALSE,-0.141598330417185
"1081","Apoa2","1","cis",171276572,22.8923333776728,"Significant_001","Apoa2","1",171221564,171226379,NA,171276572,FALSE,0.15477253338095
"1082","Mcat","15","trans",88701412,22.8920493933491,"Significant_001","Mcat","15",83546797,83555759,NA,2200073856,FALSE,-0.139181089304411
"1083","Hykk__1","9","trans",56496724,22.8759814868171,"Significant_001","Hykk","9",54917290,54949924,NA,1383043617,FALSE,-0.0539873938065223
"1084","Sco2__1","15","trans",93261771,22.875978269718,"Significant_001","Sco2","15",89371630,89373891,NA,2204634215,FALSE,0.0679754601226994
"1085","Itpkc__1","7","trans",25811714,22.8575314706642,"Significant_001","Itpkc","7",27207170,27228617,NA,1063515935,FALSE,-0.0391145026632919
"1086","Athl1","7",NA,140099937,22.847305676353,"Significant_001","Athl1",NA,NA,NA,NA,1177804158,FALSE,0.0348181096331274
"1087","Mgmt","7","trans",135685226,22.8424450521436,"Significant_001","Mgmt","7",136894463,137128193,NA,1173389447,FALSE,-0.0467209299044986
"1088","Smn1","13","cis",99948594,22.8366630969914,"Significant_001","Smn1","13",100123205,100137699,NA,1951997155,FALSE,-0.0923071456490069
"1089","Mgmt","7","cis",136894652,22.8308877532166,"Significant_001","Mgmt","7",136894463,137128193,NA,1174598873,FALSE,-0.0467209299044986
"1090","Ces2e__2","8","trans",107060756,22.7627247074779,"Significant_001","Ces2e","8",104926260,104934672,NA,1297206436,FALSE,-0.0131613157099592
"1091","Ciapin1","8","cis",94854804,22.7544426163561,"Significant_001","Ciapin1","8",94819818,94838830,NA,1285000484,FALSE,0.101446831235815
"1092","Ces1g__1","8","trans",94676682,22.7303980541309,"Significant_001","Ces1g","8",93302369,93337209,NA,1284822362,FALSE,-0.00522095972904414
"1093","Amacr__1","15","cis",11981721,22.6848860956524,"Significant_001","Amacr","15",10981756,10996624,NA,2123354165,FALSE,-0.0468902614695983
"1094","Cdh13","8","cis",117791965,22.6430423719697,"Significant_001","Cdh13","8",118140017,119324929,NA,1307937645,FALSE,0.0147836758876554
"1095","Abca6__1","11","cis",109995642,22.6350141801221,"Significant_001","Abca6","11",110174638,110251776,NA,1705832638,FALSE,-0.15985412230959
"1096","Zc3h11a__1","1","trans",132506508,22.6247843887331,"Significant_001","Zc3h11a","1",133619862,133661399,NA,132506508,FALSE,-0.175274019946677
"1097","Smn1","13","trans",98694899,22.6010924060889,"Significant_001","Smn1","13",100123205,100137699,NA,1950743460,FALSE,-0.0923071456490069
"1098","Zc3h11a__1","1","cis",134047040,22.5957306335804,"Significant_001","Zc3h11a","1",133619862,133661399,NA,134047040,FALSE,-0.175274019946677
"1099","Itgb3","11","cis",105128845,22.5667601378492,"Significant_001","Itgb3","11",104608000,104670476,NA,1700965841,FALSE,0.0197773984680275
"1100","Mrps27__1","13","cis",99423015,22.5489537532447,"Significant_001","Mrps27","13",99344767,99415562,NA,1951471576,FALSE,-0.0417325435138535
"1101","Fhit__1","14","cis",9550175,22.5349049062048,"Significant_001","Fhit","14",9550092,11162061,NA,1989020375,FALSE,0.0250673588285912
"1102","Oard1","17","cis",48410873,22.5097248894019,"Significant_001","Oard1","17",48409957,48417270,NA,2376034770,FALSE,-0.0797867087982621
"1103","Mrps27__1","13","trans",96417010,22.4760207937791,"Significant_001","Mrps27","13",99344767,99415562,NA,1948465571,FALSE,-0.0417325435138535
"1104","Ppie","14","trans",26482859,22.4508145648848,"Significant_001","Ppie","4",123127114,123139990,NA,2005953059,FALSE,-0.169278731538038
"1105","Cyp2f2__1","7","trans",24970058,22.4322571098205,"Significant_001","Cyp2f2","7",27119955,27133660,NA,1062674279,FALSE,0.0364905031937095
"1106","Cyp2f2__1","7","cis",27032775,22.4128310928944,"Significant_001","Cyp2f2","7",27119955,27133660,NA,1064736996,FALSE,0.0364905031937095
"1107","D3Ertd751e","3","cis",41681749,22.4097700331871,"Significant_001","D3Ertd751e","3",41742606,41803307,NA,433266944,FALSE,-0.0590111642743222
"1108","Manba__1","3","trans",133471412,22.4090206877771,"Significant_001","Manba","3",135485611,135571404,NA,525056607,FALSE,-0.160247626676785
"1109","Flad1__1","3","trans",86102908,22.4065617484199,"Significant_001","Flad1","3",89402673,89411881,NA,477688103,FALSE,-0.0467075630134002
"1110","Dbt__1","3","cis",116508008,22.4051285876615,"Significant_001","Dbt","3",116513070,116549981,NA,508093203,FALSE,-0.243164618335898
"1111","Sco2__1","15","cis",90233184,22.3999860961814,"Significant_001","Sco2","15",89371630,89373891,NA,2201605628,FALSE,0.0679754601226994
"1112","Tjp2__1","19","cis",24346254,22.3997661217764,"Significant_001","Tjp2","19",24094496,24225128,NA,2551660061,FALSE,0.146567168390018
"1113","Gstp2","19","cis",3279808,22.3949986819755,"Significant_001","Gstp2","19",4040288,4042221,NA,2530593615,FALSE,-0.16315818102698
"1114","Ces2c","8","cis",104112934,22.3943884208599,"Significant_001","Ces2c","8",104847068,104854483,NA,1294258614,FALSE,0.0701642141181488
"1115","Gnpnat1","14","trans",47541097,22.3897968791466,"Significant_001","Gnpnat1","14",45376421,45388987,NA,2027011297,FALSE,-0.00337992143966383
"1116","Dhrs3__1","4","trans",143128225,22.3844060923768,"Significant_001","Dhrs3","4",144892534,144928209,NA,701753100,FALSE,0.106239152279163
"1117","Echdc2__2","4","cis",107904068,22.3530250997485,"Significant_001","Echdc2","4",108165436,108179308,NA,666528943,FALSE,0.115261645269867
"1118","Rbm4","19","cis",4269138,22.3354780377981,"Significant_001","Rbm4","19",4784293,4794009,NA,2531582945,FALSE,-0.08190768443933
"1119","Dhrs13","11","cis",79027755,22.3352086436177,"Significant_001","Dhrs13","11",78032313,78037864,NA,1674864751,FALSE,0.0156582826672685
"1120","Dhrs13","11","trans",79045234,22.3352072540234,"Significant_001","Dhrs13","11",78032313,78037864,NA,1674882230,FALSE,0.0156582826672685
"1121","Srr","11","trans",79045234,22.3284547725935,"Significant_001","Srr","11",74904027,74927533,NA,1674882230,FALSE,0.0880676827511577
"1122","Gstp2","19","trans",5381337,22.3223384515238,"Significant_001","Gstp2","19",4040288,4042221,NA,2532695144,FALSE,-0.16315818102698
"1123","Vps13c","9","cis",67930675,22.2942233685265,"Significant_001","Vps13c","9",67840316,67997744,NA,1394477568,FALSE,0.0473840225285312
"1124","Itgb3","11","trans",105666443,22.2895989400422,"Significant_001","Itgb3","11",104608000,104670476,NA,1701503439,FALSE,0.0197773984680275
"1125","Nadk","4","cis",155563922,22.2828773140662,"Significant_001","Nadk","4",155562381,155591001,NA,714188797,FALSE,-0.0216112513930229
"1126","Uggt1__1","1","cis",36099957,22.2632218243663,"Significant_001","Uggt1","1",36140028,36244320,NA,36099957,FALSE,-0.122906872975385
"1127","Acsm1__1","7","cis",119450212,22.2628140818517,"Significant_001","Acsm1","7",119617757,119662515,NA,1157154433,FALSE,-0.249235828572633
"1128","Cox18","5","trans",76901976,22.2558991460382,"Significant_001","Cox18","5",90214724,90224595,NA,799034967,FALSE,0.0105093879163199
"1129","Srrm2","17","trans",24839710,22.250309108145,"Significant_001","Srrm2","17",23790527,23824741,NA,2352463607,FALSE,0.0916354556803995
"1130","Srrm2","17","cis",24439243,22.250309108145,"Significant_001","Srrm2","17",23790527,23824741,NA,2352063140,FALSE,0.0916354556803995
"1131","Ces2a__1","8","trans",105768695,22.2401442644173,"Significant_001","Ces2a","8",104734003,104741634,NA,1295914375,FALSE,-0.145027439902748
"1132","Gnpnat1","14","cis",45657442,22.2279203419405,"Significant_001","Gnpnat1","14",45376421,45388987,NA,2025127642,FALSE,-0.00337992143966383
"1133","Tjp2__1","19","trans",25095600,22.2130455916567,"Significant_001","Tjp2","19",24094496,24225128,NA,2552409407,FALSE,0.146567168390018
"1134","Itpa__1","2","cis",131077963,22.2130408234941,"Significant_001","Itpa","2",130664692,130681614,NA,333549934,FALSE,0.0351132379085243
"1135","Fabp4","3","trans",20009620,22.2069389398315,"Significant_001","Fabp4","3",10204342,10208616,"Fabp4",411594815,TRUE,0.109204488760532
"1136","Exoc8__1","8","cis",124908955,22.1913073663607,"Significant_001","Exoc8","8",124890299,124897705,NA,1315054635,FALSE,0.0628870487663813
"1137","Ano10","9","cis",122947167,22.1791420902612,"Significant_001","Ano10","9",122175874,122294444,NA,1449494060,FALSE,0.0778084617492674
"1138","Ecsit__1","9","trans",23484524,22.1396239425789,"Significant_001","Ecsit","9",22071435,22086296,NA,1350031417,FALSE,0.0514522643292945
"1139","Ecsit__1","9","cis",22888039,22.1396237262267,"Significant_001","Ecsit","9",22071435,22086296,NA,1349434932,FALSE,0.0514522643292945
"1140","Akr7a5","4","cis",139083432,22.1117934839606,"Significant_001","Akr7a5","4",139310720,139318786,NA,697708307,FALSE,0.124410621807169
"1141","Vps13c","9","trans",69048425,22.0948635680098,"Significant_001","Vps13c","9",67840316,67997744,NA,1395595318,FALSE,0.0473840225285312
"1142","unknow_27","12",NA,100871705,22.0817641992516,"Significant_001","unknow_27",NA,NA,NA,NA,1825791244,FALSE,0.0987063543928438
"1143","Rbm4","19","trans",3279808,22.0716858494144,"Significant_001","Rbm4","19",4784293,4794009,NA,2530593615,FALSE,-0.08190768443933
"1144","unknow_39","14",NA,77824026,22.0419902287707,"Significant_001","unknow_39",NA,NA,NA,NA,2057294226,FALSE,0.162483389930607
"1145","Flad1__1","3","cis",89468869,22.0309371073439,"Significant_001","Flad1","3",89402673,89411881,NA,481054064,FALSE,-0.0467075630134002
"1146","Itpa__1","2","trans",131932271,22.0236719981731,"Significant_001","Itpa","2",130664692,130681614,NA,334404242,FALSE,0.0351132379085243
"1147","Exoc8__1","8","trans",123501286,21.9698705584882,"Significant_001","Exoc8","8",124890299,124897705,NA,1313646966,FALSE,0.0628870487663813
"1148","Msra","14","trans",58109958,21.9648584955143,"Significant_001","Msra","14",64122621,64455903,NA,2037580158,FALSE,0.0128802411619622
"1149","Cutal","2","cis",34943774,21.9501282055103,"Significant_001","Cutal","2",34874396,34892133,NA,237415745,FALSE,-0.0152915120822695
"1150","Ttr","18","trans",16650392,21.9169225184672,"Significant_001","Ttr","18",20664209,20674326,NA,2446261560,FALSE,0.0808159594128353
"1151","Acsm1__1","7","trans",120659445,21.9161536043957,"Significant_001","Acsm1","7",119617757,119662515,NA,1158363666,FALSE,-0.249235828572633
"1152","Mthfsd","8","cis",121059604,21.9059085920903,"Significant_001","Mthfsd","8",121091628,121108413,NA,1311205284,FALSE,-0.0374525270230792
"1153","Gart__1","16","cis",91925276,21.8981408660788,"Significant_001","Gart","16",91621395,91646972,NA,2314341405,FALSE,-0.0918762428765169
"1154","Apon","10","cis",128322451,21.8980361662567,"Significant_001","Apon","10",128254131,128255901,NA,1586464454,FALSE,0.0620265485477296
"1155","unknow_342","9",NA,120128160,21.888238114878,"Significant_001","unknow_342",NA,NA,NA,NA,1446675053,FALSE,0.0467546036306647
"1156","Nos3","5","cis",24364985,21.8852940074515,"Significant_001","Nos3","5",24364816,24384474,NA,746497976,FALSE,-0.100678525582248
"1157","Htatip2","7","cis",49858006,21.8792874205733,"Significant_001","Htatip2","7",49759045,49774000,NA,1087562227,FALSE,0.0125487329434698
"1158","Ankmy2","12","trans",37581514,21.8749744351873,"Significant_001","Ankmy2","12",36157124,36197291,NA,1762501053,FALSE,0.0113134618911256
"1159","Pygb","2","cis",150583349,21.8603891549806,"Significant_001","Pygb","2",150786796,150831748,NA,353055320,FALSE,0.148909586551567
"1160","Gart__1","16","trans",90226219,21.837787782826,"Significant_001","Gart","16",91621395,91646972,NA,2312642348,FALSE,-0.0918762428765169
"1161","Nos3","5","trans",21902795,21.8285972880045,"Significant_001","Nos3","5",24364816,24384474,NA,744035786,FALSE,-0.100678525582248
"1162","Entpd1","19","cis",40720483,21.8233050949695,"Significant_001","Entpd1","19",40612366,40741602,NA,2568034290,FALSE,0.0501629307791054
"1163","Fdxr__2","11","trans",113776626,21.817695307482,"Significant_001","Fdxr","11",115268024,115277101,NA,1709613622,FALSE,0.0032559149120903
"1164","Scaf1__1","7","trans",46195387,21.816822490391,"Significant_001","Scaf1","7",45002946,45016404,NA,1083899608,FALSE,0.0620124419867681
"1165","Cyp4f14","17","trans",25720910,21.7902569978138,"Significant_001","Cyp4f14","17",32903357,32917376,NA,2353344807,FALSE,-0.167892854382304
"1166","C6","15","cis",4035313,21.7844046980671,"Significant_001","C6","15",4727067,4804045,NA,2115407757,FALSE,0.097421264757285
"1167","Acot11__1","4","trans",111460120,21.7833721982509,"Significant_001","Acot11","4",106744555,106805007,NA,670084995,FALSE,0.0706129533205444
"1168","Fhit__1","14","trans",11161936,21.7808058287955,"Significant_001","Fhit","14",9550092,11162061,NA,1990632136,FALSE,0.0250673588285912
"1169","Acbd6","1","cis",155475391,21.7784878399,"Significant_001","Acbd6","1",155558099,155687474,NA,155475391,FALSE,0.024164538927055
"1170","Acbd6","1","trans",156649153,21.7784878398999,"Significant_001","Acbd6","1",155558099,155687474,NA,156649153,FALSE,0.024164538927055
"1171","Asrgl1","19","cis",9110836,21.7689483171287,"Significant_001","Asrgl1","19",9111719,9135566,NA,2536424643,FALSE,0.165798848999726
"1172","Cutal","2","trans",33562350,21.7585274574629,"Significant_001","Cutal","2",34874396,34892133,NA,236034321,FALSE,-0.0152915120822695
"1173","Ankmy2","12","cis",36689234,21.757270193263,"Significant_001","Ankmy2","12",36157124,36197291,NA,1761608773,FALSE,0.0113134618911256
"1174","Bid","6","cis",121865148,21.7422728558401,"Significant_001","Bid","6",120893119,120917062,NA,1002832823,FALSE,-0.0541974072140953
"1175","Bid","6","trans",122138415,21.7422727232588,"Significant_001","Bid","6",120893119,120917062,NA,1003106090,FALSE,-0.0541974072140953
"1176","Naalad2","9","trans",15719685,21.7391174604427,"Significant_001","Naalad2","9",18321951,18397538,NA,1342266578,FALSE,-0.0118354046467012
"1177","Pygb","2","trans",148675887,21.7278999929922,"Significant_001","Pygb","2",150786796,150831748,NA,351147858,FALSE,0.148909586551567
"1178","Mthfsd","8","trans",119198872,21.7273849227774,"Significant_001","Mthfsd","8",121091628,121108413,NA,1309344552,FALSE,-0.0374525270230792
"1179","Nudt7","8","trans",112011571,21.7206687772063,"Significant_001","Nudt7","8",114133574,114154731,NA,1302157251,FALSE,0.00700475756655532
"1180","Tpd52","3","cis",9004703,21.7176130827439,"Significant_001","Tpd52","3",8926530,9005393,NA,400589898,FALSE,0.113378445798287
"1181","Tom1l1","11","trans",95844724,21.7086130393782,"Significant_001","Tom1l1","11",90645690,90688279,NA,1691681720,FALSE,0.00410509031198686
"1182","Fabp4","3","cis",10314176,21.7064096607736,"Significant_001","Fabp4","3",10204342,10208616,"Fabp4",401899371,TRUE,0.109204488760532
"1183","Guk1","11","cis",58986398,21.7054599525351,"Significant_001","Guk1","11",59183855,59192207,NA,1654823394,FALSE,0.0637052293021484
"1184","Aco1__3","4","cis",41095728,21.6736915163184,"Significant_001","Aco1","4",40143265,40199009,NA,599720603,FALSE,0.0922028635501121
"1185","Tpd52","3","trans",7613299,21.6435952148242,"Significant_001","Tpd52","3",8926530,9005393,NA,399198494,FALSE,0.113378445798287
"1186","Apoa2","1","trans",172632937,21.6432014292707,"Significant_001","Apoa2","1",171221564,171226379,NA,172632937,FALSE,0.15477253338095
"1187","Acy1__1","9","cis",106215124,21.6309047021003,"Significant_001","Acy1","9",106432981,106438236,NA,1432762017,FALSE,-0.178981245300785
"1188","Ciapin1","8","trans",95888342,21.6245571712031,"Significant_001","Ciapin1","8",94819818,94838830,NA,1286034022,FALSE,0.101446831235815
"1189","Dars","1","trans",126026361,21.6007566065463,"Significant_001","Dars","1",128363707,128417416,NA,126026361,FALSE,-0.052989579161133
"1190","Dars","1","cis",127491564,21.5997377753583,"Significant_001","Dars","1",128363707,128417416,NA,127491564,FALSE,-0.052989579161133
"1191","Lias","5","trans",62676062,21.5589686709809,"Significant_001","Lias","5",65391497,65410423,NA,784809053,FALSE,-0.0859371693774775
"1192","Sec16b","1","cis",156901801,21.5500868562556,"Significant_001","Sec16b","1",157506733,157568425,NA,156901801,FALSE,0.10477212775919
"1193","Sec16b","1","trans",155245429,21.5357010360963,"Significant_001","Sec16b","1",157506733,157568425,NA,155245429,FALSE,0.10477212775919
"1194","Tom1l1","11","cis",90480654,21.5015051059592,"Significant_001","Tom1l1","11",90645690,90688279,NA,1686317650,FALSE,0.00410509031198686
"1195","Ces1f__1","8","cis",92909216,21.4869815826211,"Significant_001","Ces1f","8",93256236,93279766,NA,1283054896,FALSE,0.0111516326917807
"1196","H2-Eb1__1","17","trans",32007765,21.4539139741603,"Significant_001","H2-Eb1","17",34305867,34316674,NA,2359631662,FALSE,0.0956318076640894
"1197","Msra","14","cis",63199073,21.4533745820757,"Significant_001","Msra","14",64122621,64455903,NA,2042669273,FALSE,0.0128802411619622
"1198","Guk1","11","trans",58113995,21.4424795489625,"Significant_001","Guk1","11",59183855,59192207,NA,1653950991,FALSE,0.0637052293021484
"1199","Mrc1","2","cis",13381818,21.4338912489786,"Significant_001","Mrc1","2",14229414,14332023,NA,215853789,FALSE,-0.0820882260467787
"1200","Mrc1","2","trans",13162733,21.4338911609796,"Significant_001","Mrc1","2",14229414,14332023,NA,215634704,FALSE,-0.0820882260467787
"1201","Gatm","2","trans",120042044,21.414042318031,"Significant_001","Gatm","2",122594473,122611277,NA,322514015,FALSE,0.0576817277715866
"1202","Echdc2__2","4","trans",114330055,21.370303359631,"Significant_001","Echdc2","4",108165436,108179308,NA,672954930,FALSE,0.115261645269867
"1203","Mfn1__1","3","trans",35956306,21.3441973676092,"Significant_001","Mfn1","3",32529443,32579225,NA,427541501,FALSE,-0.111991987473374
"1204","Ces2g","8","cis",104961810,21.3437688948641,"Significant_001","Ces2g","8",104961596,104969537,NA,1295107490,FALSE,-0.113392499525687
"1205","Car1","3","trans",16216849,21.3207823479163,"Significant_001","Car1","3",14766214,14808365,NA,407802044,FALSE,0.125992063492063
"1206","Htatip2","7","trans",46990614,21.3099670313155,"Significant_001","Htatip2","7",49759045,49774000,NA,1084694835,FALSE,0.0125487329434698
"1207","Scaf1__1","7","cis",44219620,21.2811400671779,"Significant_001","Scaf1","7",45002946,45016404,NA,1081923841,FALSE,0.0620124419867681
"1208","Gpt__1","15","trans",75597502,21.2772669017358,"Significant_001","Gpt","15",76696726,76699675,NA,2186969946,FALSE,0.0394277322202781
"1209","Gpt__1","15","cis",75704348,21.2772668912762,"Significant_001","Gpt","15",76696726,76699675,NA,2187076792,FALSE,0.0394277322202781
